state,district,month,enrol_0_17,demo_0_17,enrol_total,cis,root_cause
Tamil Nadu,Dindigul,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Dindigul,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Dindigul,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Madhya Pradesh,Dindori,2025-03,0.0,676.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Madhya Pradesh,Dindori,2025-04,0.0,1277.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Madhya Pradesh,Dindori,2025-05,0.0,1604.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Madhya Pradesh,Dindori,2025-06,0.0,2110.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Madhya Pradesh,Dindori,2025-07,0.0,1309.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Maharashtra,Thane,2025-12,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-03,0.0,35.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-03,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-03,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-10,0.0,3.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Jammu and Kashmir,Doda,2025-03,0.0,264.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Jammu and Kashmir,Doda,2025-04,0.0,124.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Jammu and Kashmir,Doda,2025-05,0.0,15.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Jammu and Kashmir,Doda,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Jammu and Kashmir,Doda,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Jammu and Kashmir,Doda,2025-09,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Jammu and Kashmir,Doda,2025-12,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Gujarat,Dohad,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Gujarat,Dohad,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,Domjur,2025-09,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,Domjur,2025-11,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,Domjur,2025-12,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-03,0.0,240.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-05,0.0,96.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-06,0.0,86.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-07,0.0,56.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Jharkhand,Dumka,2025-03,0.0,1035.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Jharkhand,Dumka,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Rajasthan,Dungarpur,2025-03,0.0,940.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Rajasthan,Dungarpur,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Rajasthan,Dungarpur,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Rajasthan,Dungarpur,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Chhattisgarh,Durg,2025-03,0.0,1512.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Chhattisgarh,Durg,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Chhattisgarh,Durg,2025-06,0.0,1819.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Sikkim,East,2025-03,0.0,84.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Sikkim,East,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Sikkim,East,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Sikkim,East,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Sikkim,East,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Bihar,East Champaran,2025-03,0.0,4175.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Bihar,East Champaran,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Bihar,East Champaran,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Delhi,East Delhi,2025-03,0.0,1926.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Meghalaya,East Garo Hills,2025-03,0.0,80.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,East Godavari,2025-03,0.0,3391.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,East Godavari,2025-04,0.0,380.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,East Godavari,2025-05,0.0,1159.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,East Godavari,2025-06,0.0,1192.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,East Godavari,2025-07,0.0,212.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Meghalaya,East Jaintia Hills,2025-03,0.0,173.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Arunachal Pradesh,East Kameng,2025-03,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Arunachal Pradesh,East Kameng,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Arunachal Pradesh,East Kameng,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Arunachal Pradesh,East Kameng,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Arunachal Pradesh,East Kameng,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,East Midnapore,2025-03,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,East Midnapore,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,East Midnapore,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,East Midnapore,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,East Midnapore,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,East Midnapur,2025-10,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,East Midnapur,2025-11,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,East Midnapur,2025-12,0.0,2.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Madhya Pradesh,East Nimar,2025-03,0.0,381.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Madhya Pradesh,East Nimar,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Madhya Pradesh,East Nimar,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Madhya Pradesh,East Nimar,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Arunachal Pradesh,East Siang,2025-03,0.0,19.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Arunachal Pradesh,East Siang,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Arunachal Pradesh,East Siang,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Arunachal Pradesh,East Siang,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Arunachal Pradesh,East Siang,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Sikkim,East Sikkim,2025-03,0.0,107.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Sikkim,East Sikkim,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Sikkim,East Sikkim,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Sikkim,East Sikkim,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Sikkim,East Sikkim,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Jharkhand,East Singhbhum,2025-03,0.0,1142.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Jharkhand,East Singhbhum,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Jharkhand,East Singhbhum,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,East midnapore,2025-09,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,East midnapore,2025-10,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,East midnapore,2025-11,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,East midnapore,2025-12,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Andhra Pradesh,Eluru,2025-03,0.0,283.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,Eluru,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Andhra Pradesh,Eluru,2025-05,0.0,59.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,Eluru,2025-06,0.0,312.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,Eluru,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Kerala,Ernakulam,2025-03,0.0,926.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Kerala,Ernakulam,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Kerala,Ernakulam,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Erode,2025-03,0.0,964.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Tamil Nadu,Erode,2025-04,0.0,46.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Tamil Nadu,Erode,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Erode,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Erode,2025-07,0.0,115.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Uttar Pradesh,Etah,2025-03,0.0,874.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Uttar Pradesh,Etah,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttar Pradesh,Etawah,2025-03,0.0,1007.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Uttar Pradesh,Etawah,2025-05,0.0,646.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Uttar Pradesh,Etawah,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttar Pradesh,Faizabad,2025-03,0.0,1317.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Uttar Pradesh,Faizabad,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttar Pradesh,Faizabad,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttar Pradesh,Faizabad,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttar Pradesh,Faizabad,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Faridkot,2025-03,0.0,132.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Punjab,Faridkot,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Faridkot,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Faridkot,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Faridkot,2025-07,0.0,184.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Uttar Pradesh,Farrukhabad,2025-03,0.0,1094.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Uttar Pradesh,Farrukhabad,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttar Pradesh,Farrukhabad,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttar Pradesh,Farrukhabad,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Haryana,Fatehabad,2025-03,0.0,802.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Haryana,Fatehabad,2025-04,0.0,171.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Haryana,Fatehabad,2025-05,0.0,532.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Haryana,Fatehabad,2025-06,0.0,579.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Haryana,Fatehabad,2025-07,0.0,902.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Punjab,Fatehgarh Sahib,2025-03,0.0,261.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Punjab,Fatehgarh Sahib,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Fatehgarh Sahib,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Fatehgarh Sahib,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Fatehgarh Sahib,2025-07,0.0,148.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Uttar Pradesh,Fatehpur,2025-03,0.0,1821.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Punjab,Fazilka,2025-03,0.0,366.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Punjab,Fazilka,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Fazilka,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Fazilka,2025-06,0.0,84.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Punjab,Fazilka,2025-07,0.0,641.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Punjab,Ferozepur,2025-03,0.0,489.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Punjab,Ferozepur,2025-04,0.0,18.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Punjab,Ferozepur,2025-05,0.0,37.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Punjab,Ferozepur,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Ferozepur,2025-07,0.0,517.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Uttar Pradesh,Firozabad,2025-04,0.0,651.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Uttar Pradesh,Firozabad,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Firozpur,2025-03,0.0,14.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Punjab,Firozpur,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Firozpur,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Firozpur,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Firozpur,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Karnataka,Gadag,2025-03,0.0,3851.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Karnataka,Gadag,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Karnataka,Gadag,2025-05,0.0,694.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Karnataka,Gadag,2025-06,0.0,513.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Karnataka,Gadag,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Karnataka,Gadag,2025-03,0.0,53.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Karnataka,Gadag,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Karnataka,Gadag,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Karnataka,Gadag,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Karnataka,Gadag,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Maharashtra,Gadchiroli,2025-03,0.0,222.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Maharashtra,Gadchiroli,2025-04,0.0,117.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Maharashtra,Gadchiroli,2025-05,0.0,108.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Maharashtra,Gadchiroli,2025-06,0.0,98.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Maharashtra,Gadchiroli,2025-07,0.0,471.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Odisha,Gajapati,2025-03,0.0,960.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Odisha,Gajapati,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Gajapati,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Gajapati,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Gajapati,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Gajapati,2025-09,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Gajapati,2025-10,0.0,1.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Odisha,Gajapati,2025-10,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Gajapati,2025-11,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Gajapati,2025-12,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Jammu and Kashmir,Ganderbal,2025-03,0.0,179.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Jammu and Kashmir,Ganderbal,2025-04,0.0,160.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Jammu and Kashmir,Ganderbal,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Jammu and Kashmir,Ganderbal,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Jammu and Kashmir,Ganderbal,2025-07,0.0,82.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Gujarat,Gandhinagar,2025-03,0.0,1801.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Rajasthan,Ganganagar,2025-03,0.0,1660.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Rajasthan,Ganganagar,2025-04,0.0,126.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Rajasthan,Ganganagar,2025-05,0.0,314.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Rajasthan,Ganganagar,2025-06,0.0,238.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Rajasthan,Ganganagar,2025-07,0.0,174.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Odisha,Ganjam,2025-03,0.0,3639.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Odisha,Ganjam,2025-03,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Ganjam,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Ganjam,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Ganjam,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Ganjam,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Ganjam,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Ganjam,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Ganjam,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Ganjam,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Jharkhand,Garhwa,2025-03,0.0,422.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Jharkhand,Garhwa,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Jharkhand,Garhwa,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Jharkhand,Garhwa,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Jharkhand,Garhwa,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Jharkhand,Garhwa,2025-03,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Jharkhand,Garhwa,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Jharkhand,Garhwa,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Jharkhand,Garhwa,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Jharkhand,Garhwa,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttarakhand,Garhwal,2025-12,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Chhattisgarh,Gariyaband,2025-03,0.0,122.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Chhattisgarh,Gariyaband,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Chhattisgarh,Gariyaband,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Chhattisgarh,Gariyaband,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Chhattisgarh,Gariyaband,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Chhattisgarh,Gaurela-pendra-marwahi,2025-03,0.0,79.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Chhattisgarh,Gaurela-pendra-marwahi,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Chhattisgarh,Gaurela-pendra-marwahi,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Chhattisgarh,Gaurela-pendra-marwahi,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Chhattisgarh,Gaurela-pendra-marwahi,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttar Pradesh,Gautam Buddha Nagar,2025-10,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Bihar,Gaya,2025-03,0.0,5828.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Uttar Pradesh,Ghaziabad,2025-04,0.0,2722.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Uttar Pradesh,Ghazipur,2025-03,0.0,4225.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Uttar Pradesh,Ghazipur,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttar Pradesh,Ghazipur,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttar Pradesh,Ghazipur,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttar Pradesh,Ghazipur,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Gujarat,Gir Somnath,2025-03,0.0,933.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Gujarat,Gir Somnath,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Jharkhand,Giridih,2025-03,0.0,2465.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Jharkhand,Giridih,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Jharkhand,Giridih,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Jharkhand,Giridih,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Assam,Goalpara,2025-03,0.0,768.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Jharkhand,Godda,2025-03,0.0,702.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Jharkhand,Godda,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Jharkhand,Godda,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Jharkhand,Godda,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Assam,Golaghat,2025-03,0.0,587.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Tripura,Gomati,2025-03,0.0,428.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Tripura,Gomati,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tripura,Gomati,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tripura,Gomati,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttar Pradesh,Gonda,2025-03,0.0,2309.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Uttar Pradesh,Gonda,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttar Pradesh,Gonda,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Maharashtra,Gondiya,2025-03,0.0,415.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Maharashtra,Gondiya,2025-04,0.0,194.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Maharashtra,Gondiya,2025-05,0.0,220.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Maharashtra,Gondiya,2025-06,0.0,423.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Maharashtra,Gondiya,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Bihar,Gopalganj,2025-03,0.0,2129.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Bihar,Gopalganj,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Karnataka,Gulbarga,2025-03,0.0,524.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Karnataka,Gulbarga,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Karnataka,Gulbarga,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Karnataka,Gulbarga,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Karnataka,Gulbarga,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Jharkhand,Gumla,2025-03,0.0,502.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Jharkhand,Gumla,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Jharkhand,Gumla,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Madhya Pradesh,Guna,2025-03,0.0,688.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Madhya Pradesh,Guna,2025-05,0.0,101.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Madhya Pradesh,Guna,2025-06,0.0,869.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,Guntur,2025-03,0.0,3060.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,Guntur,2025-04,0.0,768.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
