district,cis_mean,adult_child_ratio,enrol_mean,enrol_std,enrol_total_sum,child_enrol_mean,adult_enrol_mean,momentum,coverage_gap,update_lag,num_pincodes,enrol_per_day,state,enrol_volatility,cost_burden_index,service_efficiency,compliance_rate,roi_potential,crisis_flag,cluster,persona_name,priority,strategy,pca_1,pca_2
Bhandara,0.2582222222222222,7.823111111111111,211.44444444444446,269.06835149786343,1903.0,210.77777777777777,0.6666666666666666,0.3173333333333333,-0.3121111111111111,6679.216666666666,8.777777777777779,0.034570962222222223,Maharashtra,1.2665351273434993,1.0,0.0006693313111756481,-6678.216666666666,0.01374563000202248,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.3098519101280672,-0.8890937191086212
Bharatpur,0.4217777777777778,3.8245555555555555,1894.888888888889,2189.37664898279,17054.0,1875.4444444444443,19.444444444444443,0.3522222222222222,0.40255555555555556,9105.604333333333,14.555555555555555,4.744002578888889,Rajasthan,1.1548021942709434,1.0,0.0918490334731634,-9104.604333333333,0.12318338100603855,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.7840358142755496,1.4487329516906076
Bharuch,0.39911111111111114,3.1574444444444447,483.44444444444446,490.91269873346914,4351.0,472.55555555555554,10.88888888888889,0.18666666666666665,0.6667777777777778,5717.654666666666,18.333333333333332,1.5288826166666667,Gujarat,1.0133519010553262,1.0,0.029600825104872542,-5716.654666666666,0.03142786975239086,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.3094746663548374,0.18441418634319529
Bhavnagar,0.6095555555555555,3.151777777777778,1130.4444444444443,1039.5265882976623,10174.0,1081.0,49.44444444444444,0.38466666666666666,0.7973333333333333,6418.838555555555,20.444444444444443,3.063753538333333,Gujarat,0.9187606102994168,1.0,0.059317590287189415,-6417.838555555555,0.07348819739389212,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.10970404811516678,1.3865070261603476
Bhilwara,0.5067777777777778,5.652888888888889,1231.4444444444443,1405.5502580049485,11083.0,1211.111111111111,20.333333333333332,0.4876666666666667,0.43066666666666664,8476.500777777777,15.0,2.609897605555555,Rajasthan,1.140457295532324,1.0,0.05053044734860707,-8475.500777777777,0.0800540290659039,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.5104630019172613,1.0624175201545605
Bhind,0.6008888888888889,2.546777777777778,1551.888888888889,1166.2559157882592,13967.0,1480.888888888889,71.0,0.2401111111111111,0.5333333333333334,31.890777777777778,11.333333333333334,4.808409975555556,Madhya Pradesh,0.7510234145745802,1.0,0.09309603050446381,-30.890777777777778,0.10088555661494901,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.7485466866445332,1.3418669867589232
Bhiwani,0.27388888888888885,5.248333333333333,387.6666666666667,468.4074081395383,3489.0,385.8888888888889,1.7777777777777777,0.30433333333333334,1.0493333333333332,8571.065444444444,11.555555555555555,0.04571202211111111,Haryana,1.205164857991951,1.0,0.0008850343099924707,-8570.065444444444,0.025201525526566702,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,1.177811686046288,0.01847421928242267
Bhojpur,0.3823333333333333,3.395777777777778,1484.111111111111,1602.9954339021403,13357.0,1472.3333333333333,11.777777777777779,0.41933333333333334,1.0156666666666667,9322.013444444445,18.22222222222222,3.0319590300000003,Bihar,1.0793774431482317,1.0,0.05870201413359149,-9321.013444444445,0.09647944295166277,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,1.0686248295764822,1.3212592180085927
Bhopal,0.45066666666666666,4.137888888888889,1429.111111111111,1283.226153533005,12862.0,1412.0,17.11111111111111,0.511,1.5222222222222221,8051.558111111111,15.222222222222221,6.40821689,Madhya Pradesh,0.8972912269285249,1.0,0.12407002691190708,-8050.558111111111,0.09290399006096328,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.9211432992550682,1.6845864066850964
Bicholim,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.917,2.0,0.0,0.0,Goa,0.0,1.0,0.0,-1.0,0.0,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-1.697188000472234,-1.5241182615739834
Bid,0.412375,9.438749999999999,71.0,80.64560921534591,568.0,71.0,0.0,0.312125,-0.410625,417.080875,9.5,0.02610459725,Maharashtra,1.1200779057686931,1.0,0.0005054133059051307,-416.080875,0.004615584640721158,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.7395305206123224,-0.9713798626891724
Bidar,0.2862222222222222,3.2134444444444443,546.6666666666666,644.0729772316178,4920.0,539.5555555555555,7.111111111111111,0.39455555555555555,-0.07044444444444445,5611.231222222222,11.222222222222221,0.657425374,Karnataka,1.176030999205632,1.0,0.012728468034849953,-5610.231222222222,0.03553783479240704,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.24691924574917834,-0.4421931437010398
Bijapur,0.5407777777777778,1.8623888888888886,608.6111111111111,520.7553494558919,10955.0,532.6666666666666,75.94444444444444,0.099,0.2586666666666667,2427.858888888889,11.555555555555555,3.2244401883333333,Chhattisgarh,0.8542418928466284,1.0,0.06242865805098419,-2426.858888888889,0.03956473375516454,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.5980924369879413,0.35657537597163985
Bijapur(KAR),0.29175,0.08325,0.75,0.9574271077563382,3.0,0.75,0.0,0.25,-0.8947499999999999,1.79175,0.5,0.025,Karnataka,0.5471012044321932,0.8536510722659316,0.000484027105517909,-0.79175,0.07322322004281645,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-1.8638388265631094,-1.0414533645186548
Bijnor,0.332,7.644666666666666,1872.3333333333333,1971.610636002961,16851.0,1864.2222222222222,8.11111111111111,0.2816666666666667,0.4124444444444444,20885.989444444444,12.777777777777779,2.305840744444444,Uttar Pradesh,1.0524611935958867,1.0,0.044643576852748196,-20884.989444444444,0.1217170841639941,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,1.8996782719526983,1.9914395361884887
Bikaner,0.5847777777777777,3.592333333333334,1475.888888888889,1155.1102160015341,13283.0,1453.7777777777778,22.11111111111111,0.29844444444444446,0.19455555555555554,4390.458666666666,12.444444444444445,12.182658841111111,Rajasthan,0.7821239801394678,1.0,0.235869483855007,-4389.458666666666,0.09594493080234608,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.4851125996722987,1.3381512857315214
Bilaspur,0.2727777777777778,5.300055555555556,552.2222222222222,833.4218305950585,9940.0,551.1666666666666,1.0555555555555556,0.0861111111111111,1.090111111111111,8402.029,10.833333333333334,2.696937510111111,Chhattisgarh,1.5064865385329438,1.0,0.052215634271270295,-8401.029,0.03589899165005345,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,1.543945753138513,-0.0267069383162009
Birbhum,0.43722222222222223,6.778111111111111,1723.2222222222222,1838.1312370025282,15509.0,1711.3333333333333,11.88888888888889,0.5041111111111111,0.928,5252.292111111111,20.88888888888889,3.279707718888889,West Bengal,1.0660639987770817,1.0,0.06349869736474131,-5251.292111111111,0.11202363410476439,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.5761768636439268,1.3832776241411908
Bishnupur,0.20066666666666666,3.1502222222222223,124.11111111111111,128.84626929450116,1117.0,119.44444444444444,4.666666666666667,0.23722222222222225,-0.1111111111111111,2024.49,1.6666666666666667,0.4041965922222222,Manipur,1.0298547279311816,1.0,0.007825684263740992,-2023.49,0.008068244199820867,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.19755387833315646,-1.1426796987868435
Biswanath,0.39022222222222225,3.383777777777778,147.66666666666666,148.23208154782148,1329.0,139.22222222222223,8.444444444444445,0.1721111111111111,-0.06055555555555556,703.3782222222221,6.666666666666667,0.49364531322222227,Assam,0.9970767817118037,1.0,0.009557508484457354,-702.3782222222221,0.009599549276241657,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.6108144169943729,-0.7165219655429215
Bokaro,0.26584615384615384,4.4964615384615385,446.3076923076923,732.2179075265533,5802.0,445.0,1.3076923076923077,0.1973076923076923,1.25,7954.563923076924,11.307692307692308,0.04376286876923077,Jharkhand,1.6369445912029565,1.0,0.0008472965879812348,-7953.563923076924,0.0290136750655083,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,1.7338483586187208,-0.17603685324910628
Bongaigaon,0.5585555555555556,4.856888888888889,352.77777777777777,254.44045363197347,3175.0,327.77777777777777,25.0,0.1718888888888889,-0.11100000000000002,38.483111111111114,6.333333333333333,2.731315019333333,Assam,0.7192098249647492,1.0,0.0528812201226202,-37.483111111111114,0.022933460460547225,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-1.2370858143706174,-0.032550808629428926
Botad,0.5777777777777778,1.4458888888888888,327.44444444444446,331.57130119746154,2947.0,308.44444444444446,19.0,0.12355555555555557,-0.3661111111111111,778.2607777777778,7.0,3.9186529735555555,Gujarat,1.0095201998569532,1.0,0.07586937025276971,-777.2607777777778,0.021286585189679585,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-1.0200175538943625,-0.2551694753808831
Boudh,0.23144444444444445,2.2246666666666663,158.22222222222223,224.20458167585346,1424.0,158.0,0.2222222222222222,0.2581111111111111,-0.29044444444444445,1743.6318888888889,5.555555555555555,0.03542610833333334,Odisha,1.4081236811463231,1.0,0.0006858878670538885,-1742.6318888888889,0.010285747305769843,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.05569282077304133,-1.3722517166843606
Budaun,0.6046666666666667,4.633666666666667,1725.4444444444443,1468.2585868224228,15529.0,1686.6666666666667,38.77777777777778,0.3537777777777778,0.2858888888888889,7699.604666666666,12.0,10.677186918888887,Uttar Pradesh,0.8504522642168751,1.0,0.20672191517693878,-7698.604666666666,0.11216809684782295,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.04847532817311758,1.7907912300508253
Budgam,0.16822222222222222,1.8623333333333332,95.44444444444444,114.18637299510733,859.0,93.77777777777777,1.6666666666666667,0.31766666666666665,0.09266666666666666,3107.5660000000003,3.3333333333333335,0.04146947788888889,Jammu and Kashmir,1.183960088658947,1.0,0.0008028940539959127,-3106.5660000000003,0.006204674814365375,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.23366638396678988,-1.190759998463681
Bulandshahar,0.8245,3.385,46.25,21.94500702513748,185.0,46.25,0.0,-0.18175,0.089,6.554,13.0,0.04150017125,Uttar Pradesh,0.46444459312460273,1.0,0.0008034883107454018,-5.554,0.003006630839906388,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-1.8529895696157739,0.5690564162834024
Bulandshahr,0.40055555555555555,5.280555555555555,1876.111111111111,1721.708268293764,16885.0,1852.888888888889,23.22222222222222,0.40544444444444444,1.2142222222222223,3463.5232222222226,21.0,9.168479795555555,Uttar Pradesh,0.917211697327091,1.0,0.17751170949768744,-3462.5232222222226,0.12196267082719367,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.4799140525286002,1.5353500964243623
Buldana,0.36188888888888887,9.514888888888889,119.44444444444444,161.08003531716082,1075.0,119.44444444444444,0.0,0.269,-0.3016666666666667,1685.1275555555555,10.555555555555555,0.024728700888888885,Maharashtra,1.337380367024398,1.0,0.00047877446057868127,-1684.1275555555555,0.007764872439397879,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.23649459907350878,-1.064069509151119
Buldhana,0.4837777777777778,8.911777777777779,787.1111111111111,769.3197391924316,7084.0,771.3333333333334,15.777777777777779,0.35344444444444445,0.036888888888888874,7513.6106666666665,14.666666666666666,2.721885848888889,Maharashtra,0.9761564433570964,1.0,0.05269866115951382,-7512.6106666666665,0.051168703591343796,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.005665750514757044,0.5101100850617947
Bundi,0.44233333333333336,4.629777777777778,541.3333333333334,576.8999046628453,4872.0,527.5555555555555,13.777777777777779,0.22344444444444445,-0.18711111111111112,4763.928111111111,8.0,1.4378814755555556,Rajasthan,1.0637367633611161,1.0,0.027838944347639023,-4762.928111111111,0.035191124209066484,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.25795323219984784,-0.11021029889923543
Burdwan,0.3335,0.0,1.0,1.4142135623730951,2.0,1.0,0.0,0.0,-0.9115,2.1665,0.5,0.03,West Bengal,0.7071067811865476,0.9589764068711929,0.0005808325266214908,-1.1665,0.020576804798779904,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-1.5064952683881996,-1.1501669868820779
Burhanpur,0.7053333333333334,1.2630000000000001,1076.5555555555557,852.9299665141199,9689.0,1033.4444444444443,43.111111111111114,0.049666666666666665,-0.47777777777777775,1083.0392222222222,3.5555555555555554,7.700215444444445,Madhya Pradesh,0.7915415238840048,1.0,0.14908451973754977,-1082.0392222222222,0.06998497587472192,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-1.3912146125500175,0.7938811563490785
Buxar,0.25177777777777777,2.9514444444444443,804.4444444444445,998.8863938295374,7240.0,797.3333333333334,7.111111111111111,0.28188888888888886,0.3333333333333333,6354.638555555556,11.555555555555555,0.07215253333333332,Bihar,1.2401679603346443,1.0,0.0013969512746047112,-6353.638555555556,0.0522955129872006,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.698817843675733,-0.12952949911850903
Cachar,0.6188888888888889,2.7337777777777776,1946.0,1812.3150940164903,17514.0,1776.3333333333333,169.66666666666666,0.1968888888888889,2.4244444444444446,2407.967333333333,29.555555555555557,2.0170305171111114,Assam,0.9308243934342528,1.0,0.0390518977175433,-2406.967333333333,0.12650602409638556,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.7543254477585517,2.539072803195255
Central Delhi,0.49311111111111106,5.221,438.55555555555554,350.9159839303103,3947.0,417.1111111111111,21.444444444444443,0.3385555555555555,0.5333333333333333,2269.246111111111,5.333333333333333,2.9066503966666666,Delhi,0.7983427339162772,1.0,0.05627590313004195,-2268.246111111111,0.028509722342607843,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.47188823785886447,0.24005334049712815
Chamarajanagar,0.4391538461538461,1.6119230769230768,20.923076923076923,31.239562359454663,272.0,20.923076923076923,0.0,0.133,-0.5992307692307692,65.96284615384616,4.846153846153846,0.02295286430769231,Karnataka,1.42496249358916,1.0,0.00044439233896790534,-64.96284615384616,0.0013601722884898754,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.5847559384816509,-1.2440820244324748
Chamba,0.19511111111111112,2.3529999999999998,184.11111111111111,232.13489852047474,1657.0,183.33333333333334,0.7777777777777778,0.3098888888888889,0.1418888888888889,2697.6240000000003,10.555555555555555,0.02959619677777778,Himachal Pradesh,1.2540300640361781,1.0,0.0005730144584274498,-2696.6240000000003,0.011968738262402127,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.27237781821007834,-1.1001843685525678
Chamoli,0.253,2.829333333333333,121.11111111111111,149.46943202913133,1090.0,120.33333333333333,0.7777777777777778,0.294,0.3332222222222222,2247.554,11.11111111111111,0.024342095999999997,Uttarakhand,1.2240444843149971,1.0,0.00047128937076476276,-2246.554,0.007873219496691803,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.20878441859735933,-0.9468871395741154
Champawat,0.2201111111111111,4.421555555555555,96.22222222222223,123.96247191970821,866.0,96.11111111111111,0.1111111111111111,0.26566666666666666,-0.47,1817.0232222222223,3.7777777777777777,0.03833838444444444,Uttarakhand,1.2750425683169986,1.0,0.0007422726901150909,-1816.0232222222223,0.006255236774435874,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.17727433396255488,-1.4382982417255024
Champhai,0.5082222222222222,4.008111111111111,129.44444444444446,114.05054922172789,1165.0,119.33333333333333,10.11111111111111,0.0748888888888889,0.6294444444444445,1210.5822222222223,2.888888888888889,2.529713574,Mizoram,0.8743227793829225,1.0,0.04897799756050339,-1209.5822222222223,0.008414954783161423,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.4948478209472217,-0.06045907995206439
Chamrajanagar,0.28155555555555556,2.2136666666666667,247.44444444444446,310.1004317600635,2227.0,244.88888888888889,2.5555555555555554,0.27888888888888885,-0.23377777777777778,2396.9294444444445,9.333333333333334,0.040490300666666666,Karnataka,1.2481681063687706,1.0,0.0007839361213294612,-2395.9294444444445,0.016085926439571237,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.09412856626315148,-1.0149766689534703
Chamrajnagar,0.335,1.668111111111111,42.22222222222222,50.93078091335773,380.0,42.22222222222222,0.0,0.3088888888888889,-0.4445555555555556,87.18455555555556,8.222222222222221,0.018745597555555556,Karnataka,1.1783471162473511,1.0,0.00036293509304076584,-86.18455555555556,0.0027447921181127386,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.6113218000329755,-1.2475388317174343
Chandauli,0.5846,2.9241,956.6,914.8526535884223,9566.0,939.1,17.5,0.3499,-0.06440000000000001,4076.6871,8.1,7.001838414,Uttar Pradesh,0.9553599139394552,1.0,0.13556318323330108,-4075.6871,0.06218687700442056,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.5337659439431032,0.6566545910504203
Chandel,0.19355555555555556,2.1486666666666667,84.33333333333333,121.38780828402827,759.0,83.77777777777777,0.5555555555555556,0.256,0.3333333333333333,715.6052222222222,2.5555555555555554,0.05078288111111111,Manipur,1.4225133783284563,1.0,0.0009832116381628482,-714.6052222222222,0.0054823610990725495,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.3727818076905958,-1.334134553972388
Chandigarh,0.22533333333333333,4.986111111111111,302.22222222222223,349.02069343298894,2720.0,298.22222222222223,4.0,0.18255555555555555,0.7,10293.212333333335,9.88888888888889,0.4780802577777778,Chandigarh,1.1510392967742398,1.0,0.009256152135097343,-10292.212333333335,0.019646933055964867,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,1.143687317982542,-0.17702746032051092
Chandrapur,0.5023333333333333,13.123666666666667,497.22222222222223,451.70614833588934,4475.0,487.6666666666667,9.555555555555555,0.4942222222222222,0.10600000000000002,6729.869666666667,14.777777777777779,3.163198855777778,Maharashtra,0.9066358909507145,1.0,0.06124295945358718,-6728.869666666667,0.03232353875935397,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.1830504703019772,0.3312133854359922
Changlang,0.2418888888888889,3.0174444444444446,89.22222222222223,144.82729178039767,803.0,87.77777777777777,1.4444444444444444,0.23833333333333334,1.5,566.1501111111111,2.4444444444444446,0.057574788888888895,Arunachal Pradesh,1.605228603477314,1.0,0.0011147103366677424,-565.1501111111111,0.0058001791338013935,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,1.142911535635921,-0.8543750387458888
Charaideo,0.4686666666666667,4.002555555555556,132.11111111111111,125.95281303373542,1189.0,110.55555555555556,21.555555555555557,0.16355555555555557,-0.3231111111111111,574.9418888888889,5.111111111111111,0.5897903527777778,Assam,0.9462231363135383,1.0,0.011418980692696569,-573.9418888888889,0.008588310074831702,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.9464989186190153,-0.6316410434948229
Charkhi Dadri,0.20577777777777778,4.071777777777778,95.33333333333333,122.98068954108201,858.0,95.33333333333333,0.0,0.28544444444444445,-0.061888888888888896,1284.5334444444443,5.333333333333333,0.030101061666666668,Haryana,1.2766161544056958,1.0,0.0005827891900613101,-1283.5334444444443,0.006197451677212447,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.024890866792479507,-1.3349643491210668
Chatra,0.5007777777777778,3.634666666666666,700.2222222222222,691.2745073011477,6302.0,696.3333333333334,3.888888888888889,0.48866666666666664,-0.2222222222222222,4983.213444444445,3.888888888888889,3.7279604877777777,Jharkhand,0.9858137483299524,1.0,0.0721773569753684,-4982.213444444445,0.04552021033775389,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.4113591951287534,0.21014414696450265
Chatrapati Sambhaji Nagar,0.18722222222222223,4.374777777777777,23.444444444444443,29.022022289595498,211.0,21.666666666666668,1.7777777777777777,0.2916666666666667,-0.8941111111111112,699.843111111111,0.8888888888888888,0.04447813933333333,Maharashtra,1.187264548210725,1.0,0.0008611450016134237,-698.843111111111,0.0015240819392678628,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.5758243264140906,-1.7657267471344706
Chengalpattu,0.26733333333333337,3.473333333333333,139.22222222222223,141.34600965165038,1253.0,131.22222222222223,8.0,0.3238888888888889,-0.21855555555555553,575.5731111111112,18.22222222222222,0.4262074152222222,Tamil Nadu,1.008014331905589,1.0,0.008251837661611272,-574.5731111111112,0.00905059085261911,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.5147629045831469,-1.09144956417896
Chennai,0.255,4.7408,1004.3,1295.2604242648144,10043.0,984.5,19.8,0.25179999999999997,0.7067,14237.5099,33.2,0.4684893535,Tamil Nadu,1.288431736063677,1.0,0.00907046182962246,-14236.5099,0.06528776978417267,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,1.7133539584070507,0.6449583461570347
Chhatarpur,0.5492222222222222,2.6444444444444444,1981.7777777777778,1528.065589051872,17836.0,1941.0,40.77777777777778,0.40066666666666667,0.5222222222222223,5052.234444444444,10.666666666666666,4.963777314444445,Madhya Pradesh,0.7706691118782206,1.0,0.09610411063784018,-5051.234444444444,0.12883187425962844,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.13340660375715802,1.8718546008868706
Chhatrapati Sambhajinagar,0.17566666666666667,3.453222222222222,112.22222222222223,139.60460036991776,1010.0,86.22222222222223,26.0,0.2767777777777778,-0.1111111111111111,551.8705555555556,14.333333333333334,0.02768030288888889,Maharashtra,1.2330141347686554,1.0,0.0005359206754867162,-550.8705555555556,0.007295368524457543,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.0715406208287133,-1.427582395949874
Chhindwara,0.30477777777777776,2.927888888888889,997.8888888888889,1215.098498522285,8981.0,992.5555555555555,5.333333333333333,0.29977777777777775,0.9555555555555555,16933.50222222222,11.555555555555555,0.09428018444444444,Madhya Pradesh,1.2164501097553464,1.0,0.0018253665913735614,-16932.50222222222,0.0648709947704487,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,1.9463545141045346,1.0660730279179222
Chhotaudepur,0.6698888888888889,1.5043333333333333,456.3333333333333,551.9316080820158,4107.0,390.8888888888889,65.44444444444444,0.24755555555555558,-0.28099999999999997,744.6373333333333,8.88888888888889,2.138912242222222,Gujarat,1.2068475395379354,1.0,0.04141166006238572,-743.6373333333333,0.029665424287076362,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.8775732084851913,-0.020713004721972177
Chickmagalur,0.28255555555555556,2.7424444444444447,136.77777777777777,165.19744079266013,1231.0,136.77777777777777,0.0,0.30977777777777776,0.40355555555555556,1712.5791111111112,18.444444444444443,0.021769446222222225,Karnataka,1.1990136831725333,1.0,0.0004214800817468001,-1711.5791111111112,0.008891681835254689,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.1281648015306334,-0.8511403440946249
Chikkaballapur,0.26522222222222225,3.7411111111111115,350.22222222222223,425.5557477516247,3152.0,348.6666666666667,1.5555555555555556,0.3002222222222222,-0.21044444444444443,4799.969,9.222222222222221,0.04593536733333334,Karnataka,1.2116424326999755,1.0,0.0008893585156502098,-4798.969,0.022767328306029875,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.1390154187661697,-0.7888869570418747
Chikkamagaluru,0.24777777777777776,2.480888888888889,127.88888888888889,156.26215508276823,1151.0,123.66666666666667,4.222222222222222,0.29844444444444446,0.3333333333333333,1629.1637777777778,17.333333333333332,0.023028246333333335,Karnataka,1.2123787894352709,1.0,0.0004458518167150694,-1628.1637777777778,0.008313830863020427,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.14729285352543411,-0.9827708643061797
Chikmagalur,0.34155555555555556,1.4873333333333332,17.11111111111111,20.429417786885438,154.0,17.11111111111111,0.0,0.32499999999999996,-0.5378888888888889,72.17344444444444,5.777777777777778,0.016816515444444444,Karnataka,1.1280046630795642,1.0,0.0003255859718188663,-71.17344444444444,0.001112363121550952,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.7341844224301097,-1.2617627930727013
Chirang,0.5023333333333333,2.926,372.0,408.6055555177878,3348.0,342.6666666666667,29.333333333333332,0.09922222222222223,-0.15144444444444444,643.7942222222223,6.222222222222222,1.9396498186666666,Assam,1.0954572533988949,1.0,0.03755372349790255,-642.7942222222223,0.024183063188003815,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.6971147230992719,-0.3660572677343615
Chitradurga,0.26966666666666667,4.607444444444444,490.3333333333333,598.3186859859886,4413.0,485.3333333333333,5.0,0.3578888888888889,0.3685555555555555,6711.903,16.0,0.04191014333333333,Karnataka,1.2177449511248073,1.0,0.0008114258147789609,-6710.903,0.03187570425587241,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.658537627034259,-0.3065533827951628
Chitrakoot,0.26139999999999997,3.2622,540.1,712.1869994757151,5401.0,538.7,1.4,0.2703,-0.55,5234.9218,3.0,0.156459269,Uttar Pradesh,1.3161836989017095,1.0,0.0030292210842207167,-5233.9218,0.03511094738666898,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.13651831045847984,-0.817061731365659
Chittaurgarh,0.3403333333333333,2.460888888888889,39.666666666666664,59.62801355067935,357.0,39.55555555555556,0.1111111111111111,0.25355555555555553,-0.33322222222222225,109.08033333333333,7.888888888888889,0.020308267666666668,Rajasthan,1.4662626282953939,1.0,0.00039319008067118427,-108.08033333333333,0.002578659963595389,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,-0.23456840169095516,-1.371464103787426
Chittoor,0.21407692307692308,4.385076923076923,630.6923076923077,1013.5928163892527,8199.0,627.3846153846154,3.3076923076923075,0.199,0.6606923076923077,18571.661923076925,29.923076923076923,0.029652914923076923,Andhra Pradesh,1.6045672933585344,1.0,0.0005741125832154293,-18570.661923076925,0.04100019335782533,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,2.4543037828708374,0.2689588567759861
Chittorgarh,0.3373333333333333,4.513999999999999,665.1111111111111,772.3123468591649,5986.0,650.8888888888889,14.222222222222221,0.22666666666666668,0.40299999999999997,6098.100444444444,14.555555555555555,1.9274917211111113,Rajasthan,1.1594347158853184,1.0,0.037318329547165754,-6097.100444444444,0.04323769899742856,0,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.4768651072698822,0.015884781592604515
Chumukedima,0.2372222222222222,2.889333333333333,20.444444444444443,28.504872877769124,184.0,14.88888888888889,5.555555555555555,0.14244444444444446,0.22244444444444442,107.491,2.111111111111111,0.3383202977777778,Nagaland,1.3292427766835344,1.0,0.006550247778853394,-106.491,0.0013290572361387997,1,0,🟡 Moderate Risk,3.0,Targeted school drives + awareness campaigns,0.0762897595745351,-1.3104298928139888
