state,district,month,enrol_0_17,enrol_18_plus,enrol_total,enrol_total_per_day,enrol_pincodes,enrol_valid_pins,demo_0_17,demo_18_plus,demo_total,demo_total_per_day,demo_pincodes,bio_0_17,bio_18_plus,bio_total,bio_total_per_day,bio_pincodes,date,update_lag_index,demo_volatility,cis,bio_share,enrol_0_17_lag_5y,mbu_lag,enrol_momentum,service_pressure,adult_child_ratio,bio_quality_score,spatial_coverage,coverage_gap,update_velocity,cluster,district_cluster,anomaly_score,is_anomaly,state_raw,district_raw,inclusion_score,child_enrollment_rate,adult_enrollment_rate,age_gap,age_equity_category,cis_quartile,vulnerability_score,vulnerability_level,baseline_child,baseline_adult,baseline_total,momentum,risk_score,priority_rank,risk_category
Uttar Pradesh,Deoria,2025-12,1458.0,8.0,1466.0,0.18604743,29.0,253.0,2509.0,24154.0,26663.0,1.1081572,35.0,8665.0,8173.0,16838.0,0.87292606,31.0,2025-12-01,29.653,6944.0107,0.367,0.387,1458.0,5.939,-0.593,453.14,6.089,11.478,32.0,1.357,1.98,2,2,0.0823819311762191,0,Uttar Pradesh,Deoria,0.0,0.36743951612903225,0.0003310847163017837,-0.3671084314127305,Child-Favored,Q2 (Low),32.58937697993664,Moderate,1127.0,12.666666666666666,1139.6666666666667,0.37855555555555553,100.0,251,🔴 CRITICAL
Jharkhand,Deoghar,2025-12,1522.0,12.0,1534.0,0.32097402,16.0,154.0,1253.0,9753.0,11006.0,0.7852876,22.0,4003.0,3364.0,7367.0,0.63167554,25.0,2025-12-01,11.969,3229.0312,0.548,0.401,1522.0,2.628,-0.255,287.08,3.518,4.799,21.0,1.75,1.42,3,3,0.1537511892428851,0,Jharkhand,Deoghar,0.0,0.5482708933717579,0.0012287528158918697,-0.5470421405558661,Child-Favored,Q4 (Best),22.979165786694825,Low,910.7777777777778,14.11111111111111,924.8888888888889,0.08277777777777778,100.0,252,🔴 CRITICAL
Jammu and Kashmir,Doda,2025-12,965.0,5.0,970.0,0.29714286,14.0,105.0,305.0,3125.0,3430.0,0.31078652,14.0,2809.0,2395.0,5204.0,0.534586,14.0,2025-12-01,8.892,1727.2039,0.759,0.603,965.0,2.908,1.0,200.79,2.463,5.359,14.0,1.5,0.85,0,0,0.1854164651343069,0,Jammu and Kashmir,Doda,0.0,0.7592446892210858,0.0015969338869370809,-0.7576477553341487,Child-Favored,Q4 (Best),12.331689545934529,Low,344.0,2.4615384615384617,346.46153846153845,0.29007692307692307,100.0,253,🔴 CRITICAL
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-12,17.0,0.0,17.0,0.03642857,3.0,14.0,23.0,132.0,155.0,0.07161765,3.0,139.0,103.0,242.0,0.13839285,3.0,2025-12-01,22.056,51.964733,0.415,0.608,17.0,7.722,-0.15,39.7,3.22,13.444,3.0,1.0,0.21,0,0,0.205243949934777,0,Daman and Diu,Diu,0.0,0.4146341463414634,0.0,-0.4146341463414634,Child-Favored,Q2 (Low),29.948711721224917,Moderate,4.181818181818182,0.18181818181818182,4.363636363636363,0.14086363636363636,100.0,254,🔴 CRITICAL
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-12,3.0,0.0,3.0,0.03,2.0,3.0,7.0,64.0,71.0,0.045416668,3.0,10.0,148.0,158.0,0.102653064,3.0,2025-12-01,57.25,22.898327,0.273,0.687,3.0,2.5,1.0,25.44,5.818,39.5,3.0,1.0,0.15,0,0,0.1827669471576222,0,Daman & Diu,Diu,0.0,0.2727272727272727,0.0,-0.2727272727272727,Child-Favored,Q1 (Worst),38.163621964097146,Moderate,4.181818181818182,0.18181818181818182,4.363636363636363,0.14086363636363636,100.0,255,🔴 CRITICAL
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-12,4.0,1.0,5.0,0.03,3.0,5.0,8.0,52.0,60.0,0.04404762,3.0,2.0,4.0,6.0,0.0475,2.0,2025-12-01,11.0,22.007574,0.308,0.09,4.0,0.4,-0.286,7.33,4.077,1.0,3.0,1.0,0.09,0,0,0.1908930866601694,0,Dadra and Nagar Haveli and Daman and Diu,Diu,0.0,0.3076923076923077,0.018518518518518517,-0.2891737891737892,Child-Favored,Q2 (Low),34.948468848996825,Moderate,4.181818181818182,0.18181818181818182,4.363636363636363,0.14086363636363636,100.0,256,🔴 CRITICAL
Madhya Pradesh,Dindori,2025-12,813.0,0.0,813.0,0.31142858,8.0,84.0,545.0,3614.0,4159.0,0.58554584,12.0,3694.0,2600.0,6294.0,0.98067635,13.0,2025-12-01,12.842,1280.6218,0.598,0.602,813.0,4.538,-0.069,307.44,2.659,7.732,11.0,0.2,1.57,2,2,0.1895958956693735,0,Madhya Pradesh,Dindori,0.0,0.5982339955849889,0.0,-0.5982339955849889,Child-Favored,Q4 (Best),36.506821541710664,Moderate,295.3333333333333,0.1111111111111111,295.44444444444446,0.32566666666666666,100.0,257,🔴 CRITICAL
Tamil Nadu,Dindigul,2025-12,904.0,7.0,911.0,0.08092437,56.0,357.0,1840.0,10720.0,12560.0,0.291064,57.0,9821.0,12077.0,21898.0,0.5352995,58.0,2025-12-01,37.783,3733.3489,0.329,0.635,904.0,10.852,-0.61,200.34,3.908,24.011,57.0,0.933,0.83,1,1,0.1040050759997583,0,Tamil Nadu,Dindigul,0.0,0.32932604735883425,0.0006524981357196123,-0.32867354922311465,Child-Favored,Q2 (Low),36.08692713833157,Moderate,674.5555555555555,1.3333333333333333,675.8888888888889,0.26555555555555554,100.0,258,🔴 CRITICAL
Nagaland,Dimapur,2025-12,53.0,1.0,54.0,0.062222224,6.0,27.0,170.0,1649.0,1819.0,0.33227274,9.0,2252.0,1404.0,3656.0,0.7602581,8.0,2025-12-01,99.545,328.16205,0.237,0.668,53.0,41.704,-0.847,228.12,7.366,66.473,8.0,2.0,1.09,0,0,0.1741158511342996,0,Nagaland,Dimapur,0.0,0.23660714285714285,0.0006056935190793458,-0.2360014493380635,Child-Favored,Q1 (Worst),41.30348468848997,Moderate,324.44444444444446,30.666666666666668,355.1111111111111,-0.11077777777777778,100.0,259,🔴 CRITICAL
Assam,Dima Hasao,2025-12,3.0,0.0,3.0,0.03,1.0,3.0,12.0,123.0,135.0,0.048255812,7.0,5.0,5.0,10.0,0.033333335,4.0,2025-12-01,36.25,51.643005,0.188,0.068,3.0,1.25,-0.769,11.15,7.688,2.5,4.0,-0.545,0.08,0,0,0.1885455375246462,0,Assam,Dima Hasao,0.0,0.1875,0.0,-0.1875,Child-Favored,Q1 (Worst),72.64836325237593,High,37.0,4.666666666666667,41.666666666666664,-0.4335,100.0,260,🔴 CRITICAL
Rajasthan,Didwana-Kuchaman,2025-12,2.0,0.0,2.0,0.03,2.0,2.0,57.0,559.0,616.0,0.054742858,26.0,1.0,5.0,6.0,0.03,4.0,2025-12-01,207.333,362.03867,0.033,0.01,2.0,0.333,0.0,18.85,9.317,2.0,11.0,-0.25,0.08,0,0,0.1734572331946813,0,Rajasthan,Didwana-Kuchaman,0.0,0.03333333333333333,0.0,-0.03333333333333333,Balanced,Q1 (Worst),79.91809926082365,Critical,1.0,0.0,1.0,0.0,100.0,261,🔴 CRITICAL
Assam,Dibrugarh,2025-12,373.0,54.0,427.0,0.07865497,27.0,171.0,381.0,4859.0,5240.0,0.23788434,30.0,1462.0,623.0,2085.0,0.1458952,30.0,2025-12-01,17.114,946.9305,0.494,0.285,373.0,3.909,-0.577,83.24,6.507,4.871,29.0,1.727,0.38,0,0,0.200050555663273,0,Assam,Dibrugarh,0.0,0.49403973509933774,0.01098901098901099,-0.48305072411032673,Child-Favored,Q3 (Medium),25.84215417106653,Moderate,618.8888888888889,165.77777777777777,784.6666666666666,0.19722222222222222,100.0,262,🔴 CRITICAL
Arunachal Pradesh,Dibang Valley,2025-12,1.0,0.0,1.0,0.03,1.0,1.0,10.0,41.0,51.0,0.06153846,2.0,14.0,9.0,23.0,0.06,2.0,2025-12-01,37.0,17.925774,0.083,0.307,1.0,7.0,-0.75,12.33,3.417,11.5,2.0,0.5,0.12,0,0,0.1898403558681066,0,Arunachal Pradesh,Dibang Valley,0.0,0.08333333333333333,0.0,-0.08333333333333333,Balanced,Q1 (Worst),57.02212249208025,High,1.1111111111111112,0.0,1.1111111111111112,0.25,100.0,263,🔴 CRITICAL
Maharashtra,Dhule,2025-12,1230.0,12.0,1242.0,0.166,27.0,240.0,892.0,10792.0,11684.0,0.54839885,28.0,8573.0,11996.0,20569.0,1.0549761,29.0,2025-12-01,25.948,6536.805,0.579,0.638,1230.0,6.964,-0.705,379.45,5.089,16.548,28.0,0.381,1.6,3,3,0.1342416517052436,0,Maharashtra,Dhule,0.0,0.5793688177107866,0.001110596945858399,-0.5782582207649283,Child-Favored,Q4 (Best),34.25200633579726,Moderate,1342.888888888889,57.666666666666664,1400.5555555555557,0.19255555555555556,100.0,264,🔴 CRITICAL
Assam,Dhubri,2025-12,1312.0,1.0,1313.0,0.20793104,20.0,203.0,1860.0,21316.0,23176.0,1.291399,22.0,5809.0,3160.0,8969.0,0.5889817,22.0,2025-12-01,24.463,7926.503,0.413,0.279,1312.0,4.424,-0.657,494.54,6.718,6.826,21.0,1.0,1.88,0,0,0.1124301808339883,0,Assam,Dhubri,0.0,0.41348881184998426,4.690871563936579e-05,-0.41344190313434487,Child-Favored,Q2 (Low),30.124963041182678,Moderate,1364.5555555555557,40.55555555555556,1405.111111111111,0.22088888888888888,100.0,265,🔴 CRITICAL
Rajasthan,Dholpur,2025-12,996.0,5.0,1001.0,0.23837037,13.0,135.0,1438.0,7717.0,9155.0,0.8586628,13.0,4448.0,3502.0,7950.0,0.8664189,13.0,2025-12-01,17.071,2368.2266,0.409,0.465,996.0,4.461,-0.654,427.62,3.171,7.934,13.0,-0.125,1.73,3,3,0.1756361592765212,0,Rajasthan,Dholpur,0.0,0.4090349075975359,0.0006474168069403081,-0.4083874907905956,Child-Favored,Q2 (Low),52.59079197465682,High,936.6666666666666,16.666666666666668,953.3333333333334,0.20966666666666667,100.0,266,🔴 CRITICAL
West Bengal,East Midnapur,2025-12,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.045,1.0,0.0,2.0,2.0,0.03,1.0,2025-12-01,8.0,1.7320508,0.0,0.222,0.0,0.0,-1.0,2.67,1.333,2.0,1.0,-0.882,0.08,0,0,0.2094381246209153,0,West Bengal,East Midnapur,0.0,0.0,0.0,0.0,Balanced,Q1 (Worst),87.89343189017951,Critical,0.25,0.0,0.25,-0.25,100.0,267,🔴 CRITICAL
West Bengal,East Midnapore,2025-12,223.0,1.0,224.0,0.043821655,53.0,157.0,207.0,6593.0,6800.0,0.15104643,85.0,507.0,2123.0,2630.0,0.090248115,79.0,2025-12-01,41.911,2343.5393,0.517,0.279,223.0,2.263,-0.711,43.26,15.299,11.689,72.0,3.294,0.24,0,0,0.1650200164869467,0,West Bengal,East Midnapore,0.0,0.5174013921113689,0.00015163002274450342,-0.5172497620886244,Child-Favored,Q3 (Medium),25.4776979936642,Moderate,211.4,0.4,211.8,0.22890000000000002,100.0,268,🔴 CRITICAL
Meghalaya,East Khasi Hills,2025-12,290.0,233.0,523.0,0.14290598,27.0,117.0,349.0,2215.0,2564.0,0.15330224,30.0,944.0,634.0,1578.0,0.116953485,29.0,2025-12-01,7.905,264.92325,0.453,0.381,290.0,3.244,-0.775,47.61,3.825,3.011,29.0,6.5,0.27,0,0,0.1942573810170755,0,Meghalaya,East Khasi Hills,0.0,0.453125,0.09514087382605145,-0.35798412617394854,Child-Favored,Q3 (Medium),27.60042238648363,Moderate,2096.0,1105.3333333333333,3201.3333333333335,-0.19211111111111112,100.0,269,🔴 CRITICAL
Arunachal Pradesh,East Kameng,2025-12,22.0,0.0,22.0,0.069,2.0,10.0,69.0,159.0,228.0,0.16288888,2.0,199.0,48.0,247.0,0.23969696,2.0,2025-12-01,20.652,16.010414,0.239,0.519,22.0,8.652,-0.711,67.86,1.728,10.739,2.0,0.5,0.4,0,0,0.1972946191690821,0,Arunachal Pradesh,East Kameng,0.0,0.2391304347826087,0.0,-0.2391304347826087,Child-Favored,Q1 (Worst),48.704234424498416,Moderate,18.555555555555557,1.5555555555555556,20.11111111111111,0.25433333333333336,100.0,270,🔴 CRITICAL
Meghalaya,East Jaintia Hills,2025-12,30.0,14.0,44.0,0.09266666,2.0,15.0,69.0,426.0,495.0,0.28428572,3.0,211.0,51.0,262.0,0.20487805,3.0,2025-12-01,16.822,79.38724,0.3,0.346,30.0,6.806,-0.892,84.11,4.4,5.822,3.0,0.0,0.49,0,0,0.1960397222336835,0,Meghalaya,East Jaintia Hills,0.0,0.3,0.031746031746031744,-0.26825396825396824,Child-Favored,Q1 (Worst),55.53290390707497,High,370.77777777777777,199.55555555555554,570.3333333333334,-0.21244444444444444,100.0,271,🔴 CRITICAL
Andhra Pradesh,East Godavari,2025-12,1524.0,1.0,1525.0,0.064615384,139.0,741.0,4131.0,28094.0,32225.0,0.26155242,151.0,19540.0,12262.0,31802.0,0.3378694,149.0,2025-12-01,41.957,7905.0884,0.269,0.497,1524.0,12.813,-0.391,145.52,4.967,20.84,146.0,3.324,0.6,4,4,-0.0011384650336913,1,Andhra Pradesh,East Godavari,0.0,0.2694483734087694,3.5592255125284736e-05,-0.26941278115364414,Child-Favored,Q1 (Worst),37.87915522703273,Moderate,852.0,1.1111111111111112,853.1111111111111,0.28988888888888886,100.0,272,🔴 CRITICAL
Meghalaya,East Garo Hills,2025-12,24.0,6.0,30.0,0.06714286,3.0,14.0,36.0,480.0,516.0,0.19197674,6.0,52.0,48.0,100.0,0.107,4.0,2025-12-01,19.871,73.69532,0.393,0.162,24.0,2.08,-0.962,44.0,7.967,3.226,4.0,0.25,0.3,0,0,0.2065054171349513,0,Meghalaya,East Garo Hills,0.0,0.39344262295081966,0.012320328542094456,-0.3811222944087252,Child-Favored,Q2 (Low),45.97949313621964,Moderate,486.44444444444446,186.0,672.4444444444445,-0.22444444444444445,100.0,273,🔴 CRITICAL
Delhi,East Delhi,2025-12,964.0,6.0,970.0,0.3432967,10.0,91.0,1313.0,14908.0,16221.0,2.0597637,10.0,5509.0,5376.0,10885.0,1.6250463,10.0,2025-12-01,27.916,5431.761,0.423,0.402,964.0,5.709,-0.529,874.39,6.547,11.21,10.0,1.2,3.68,3,3,0.1182602384866861,0,Delhi,East Delhi,0.0,0.4231782265144864,0.0004022795843110962,-0.4227759469301753,Child-Favored,Q2 (Low),29.73435058078141,Moderate,1168.111111111111,24.77777777777778,1192.888888888889,0.20422222222222222,100.0,274,🔴 CRITICAL
Bihar,East Champaran,2025-12,4259.0,58.0,4317.0,0.35035264,39.0,397.0,4770.0,50458.0,55228.0,1.6033124,39.0,12348.0,17317.0,29665.0,1.04,39.0,2025-12-01,19.66,13221.917,0.472,0.349,4259.0,2.899,-0.406,719.43,5.594,6.87,39.0,1.857,2.64,1,1,-0.0548573328020639,1,Bihar,East Champaran,0.0,0.4716500553709856,0.00114812835283172,-0.47050192701815385,Child-Favored,Q3 (Medium),27.022808870116155,Moderate,3168.6666666666665,89.44444444444444,3258.1111111111113,0.1338888888888889,100.0,275,🔴 CRITICAL
Sikkim,East,2025-12,21.0,0.0,21.0,0.037647057,9.0,17.0,70.0,1105.0,1175.0,0.17876777,11.0,148.0,212.0,360.0,0.07348387,10.0,2025-12-01,69.773,351.72147,0.228,0.234,21.0,6.727,-0.879,49.52,12.011,16.364,10.0,1.75,0.25,0,0,0.1747884055170154,0,Sikkim,East,0.0,0.22826086956521738,0.0,-0.22826086956521738,Child-Favored,Q1 (Worst),40.810337909186906,Moderate,40.888888888888886,0.2222222222222222,41.111111111111114,0.23566666666666666,100.0,276,🔴 CRITICAL
Chhattisgarh,Durg,2025-12,724.0,1.0,725.0,0.12586957,26.0,184.0,1908.0,11654.0,13562.0,0.6050346,31.0,19367.0,12515.0,31882.0,1.5415742,32.0,2025-12-01,62.595,4465.295,0.275,0.702,724.0,26.713,-0.353,504.93,4.427,43.915,30.0,4.167,2.15,2,2,0.0648158869729262,0,Chhattisgarh,Durg,0.0,0.2749715153816939,8.579272477693891e-05,-0.27488572265691696,Child-Favored,Q1 (Worst),38.23294614572333,Moderate,449.77777777777777,5.222222222222222,455.0,0.32055555555555554,100.0,277,🔴 CRITICAL
Rajasthan,Dungarpur,2025-12,1120.0,1.0,1121.0,0.15037657,26.0,239.0,1254.0,9744.0,10998.0,0.51623,26.0,6988.0,4914.0,11902.0,0.6642042,26.0,2025-12-01,20.41,3095.3127,0.472,0.52,1120.0,6.234,-0.596,289.87,4.103,10.608,26.0,0.688,1.18,2,2,0.1643356864318076,0,Rajasthan,Dungarpur,0.0,0.47157894736842104,0.00010260619741432382,-0.47147634117100673,Child-Favored,Q3 (Medium),33.286568109820486,Moderate,724.2222222222222,5.888888888888889,730.1111111111111,0.156,100.0,278,🔴 CRITICAL
Jharkhand,Dumka,2025-12,825.0,2.0,827.0,0.15785715,21.0,168.0,1050.0,8280.0,9330.0,0.5401077,25.0,2986.0,3673.0,6659.0,0.45002097,24.0,2025-12-01,19.31,1902.643,0.44,0.416,825.0,3.615,-0.54,225.2,4.415,8.042,23.0,2.0,0.99,3,3,0.1865102268517516,0,Jharkhand,Dumka,0.0,0.43976545842217485,0.00024145840878908608,-0.43952400001338576,Child-Favored,Q3 (Medium),28.611721224920807,Moderate,637.6666666666666,9.555555555555555,647.2222222222222,0.4955555555555555,100.0,279,🔴 CRITICAL
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-12,143.0,3.0,146.0,0.04,45.0,111.0,449.0,3249.0,3698.0,0.09689456,55.0,656.0,440.0,1096.0,0.059375,55.0,2025-12-01,32.612,1060.7838,0.241,0.229,143.0,4.556,-0.336,30.73,5.484,7.456,52.0,0.559,0.16,0,0,0.1771923311618654,0,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,0.0,0.2411467116357504,0.0009222256378727329,-0.24022448599787768,Child-Favored,Q1 (Worst),47.80311510031679,Moderate,72.0,1.8888888888888888,73.88888888888889,0.29600000000000004,100.0,280,🔴 CRITICAL
Gujarat,Dohad,2025-12,204.0,0.0,204.0,0.082948714,13.0,78.0,66.0,1392.0,1458.0,0.15586667,15.0,153.0,1652.0,1805.0,0.20651245,15.0,2025-12-01,15.917,432.26035,0.753,0.553,204.0,0.746,-0.705,74.16,5.137,8.805,14.0,-0.118,0.36,0,0,0.1911661823203345,0,Gujarat,Dohad,0.0,0.7527675276752768,0.0,-0.7527675276752768,Child-Favored,Q4 (Best),35.214234424498414,Moderate,1370.3333333333333,74.44444444444444,1444.7777777777778,0.048333333333333325,100.0,281,🔴 CRITICAL
Haryana,Fatehabad,2025-12,535.0,1.0,536.0,0.16490385,12.0,104.0,471.0,5005.0,5476.0,0.57152104,13.0,3368.0,4946.0,8314.0,1.0041947,15.0,2025-12-01,25.68,1503.4548,0.531,0.603,535.0,6.284,-0.124,336.34,4.971,15.482,13.0,0.556,1.58,2,2,0.1816855785218804,0,Haryana,Fatehabad,0.0,0.5312810327706058,0.00019972039145196724,-0.5310813123791538,Child-Favored,Q4 (Best),33.14351636747624,Moderate,289.1111111111111,1.1111111111111112,290.22222222222223,0.31955555555555554,100.0,282,🔴 CRITICAL
Uttar Pradesh,Farrukhabad,2025-12,1184.0,2.0,1186.0,0.1821531,24.0,209.0,1180.0,16226.0,17406.0,0.90970826,26.0,8214.0,4351.0,12565.0,0.8042262,26.0,2025-12-01,25.249,5355.2495,0.501,0.419,1184.0,6.932,-0.385,389.23,6.862,10.586,25.0,0.857,1.71,3,3,0.1465620155704579,0,Uttar Pradesh,Farrukhabad,0.0,0.5006342494714587,0.00012323618214307722,-0.5005110132893157,Child-Favored,Q3 (Medium),28.60986272439282,Moderate,643.1111111111111,9.11111111111111,652.2222222222222,0.40166666666666667,100.0,283,🔴 CRITICAL
Punjab,Faridkot,2025-12,153.0,3.0,156.0,0.08372881,8.0,59.0,170.0,2495.0,2665.0,0.37828195,9.0,2314.0,2411.0,4725.0,0.7737056,9.0,2025-12-01,47.07,543.5743,0.472,0.639,153.0,15.026,-0.591,273.7,7.71,30.096,9.0,-0.167,1.15,3,3,0.1789948299979968,0,Punjab,Faridkot,0.0,0.4722222222222222,0.0012004801920768306,-0.47102174203014535,Child-Favored,Q3 (Medium),51.23112988384372,High,99.11111111111111,1.1111111111111112,100.22222222222223,0.26766666666666666,100.0,284,🔴 CRITICAL
Haryana,Faridabad,2025-12,1108.0,8.0,1116.0,0.3065812,16.0,117.0,2014.0,17906.0,19920.0,1.5943673,18.0,8873.0,6663.0,15536.0,1.4611079,18.0,2025-12-01,31.742,6342.7817,0.355,0.438,1108.0,8.001,-0.5,668.98,5.736,13.909,17.0,1.0,3.06,0,0,0.1034616071335217,0,Haryana,Faridabad,0.0,0.3547870637207813,0.0004465531677365336,-0.3543405105530448,Child-Favored,Q2 (Low),33.25555438225977,Moderate,1759.111111111111,35.888888888888886,1795.0,0.11633333333333333,100.0,285,🔴 CRITICAL
Uttar Pradesh,Faizabad,2025-12,1049.0,2.0,1051.0,0.1165625,38.0,288.0,1284.0,13623.0,14907.0,0.47581187,40.0,6607.0,4788.0,11395.0,0.43416077,38.0,2025-12-01,25.002,3916.4426,0.449,0.433,1049.0,6.292,-0.634,224.8,5.838,10.832,39.0,1.857,0.91,2,2,0.1579779791948584,0,Uttar Pradesh,Faizabad,0.0,0.44944301628106254,0.0001467782181124321,-0.4492962380629501,Child-Favored,Q3 (Medium),28.342038014783522,Moderate,769.2222222222222,0.3333333333333333,769.5555555555555,0.2628888888888889,100.0,286,🔴 CRITICAL
Uttar Pradesh,Etawah,2025-12,931.0,3.0,934.0,0.20317568,16.0,148.0,1152.0,11337.0,12489.0,0.9171298,17.0,5003.0,4215.0,9218.0,0.83039105,16.0,2025-12-01,23.216,4072.706,0.447,0.425,931.0,5.368,-0.568,434.14,5.441,9.859,16.0,0.214,1.75,3,3,0.1672990652108526,0,Uttar Pradesh,Etawah,0.0,0.44673704414587334,0.00026452693765981834,-0.4464725172082135,Child-Favored,Q3 (Medium),44.10545934530094,Moderate,782.0,12.88888888888889,794.8888888888889,0.2864444444444445,100.0,287,🔴 CRITICAL
Uttar Pradesh,Etah,2025-12,924.0,12.0,936.0,0.21956204,17.0,137.0,1218.0,14302.0,15520.0,1.135102,24.0,4882.0,3424.0,8306.0,0.7972024,21.0,2025-12-01,25.428,4175.8037,0.431,0.349,924.0,5.278,-0.433,378.19,6.679,8.864,21.0,0.571,1.93,3,3,0.1498980757577558,0,Uttar Pradesh,Etah,0.0,0.43117125524965,0.0008382815228780999,-0.4303329737267719,Child-Favored,Q2 (Low),37.835533262935584,Moderate,1233.888888888889,17.666666666666668,1251.5555555555557,0.10966666666666668,100.0,288,🔴 CRITICAL
Tamil Nadu,Erode,2025-12,905.0,3.0,908.0,0.078956045,59.0,364.0,1665.0,13556.0,15221.0,0.33434218,65.0,9660.0,9299.0,18959.0,0.44965416,66.0,2025-12-01,37.602,4577.708,0.352,0.555,905.0,10.662,-0.587,178.95,5.274,20.857,63.0,1.133,0.78,1,1,0.11317559791307,0,Tamil Nadu,Erode,0.0,0.35200311162971604,0.00022123893805309734,-0.35178187269166294,Child-Favored,Q2 (Low),33.59119324181626,Moderate,667.6666666666666,0.8888888888888888,668.5555555555555,0.26811111111111113,100.0,289,🔴 CRITICAL
Kerala,Ernakulam,2025-12,922.0,87.0,1009.0,0.053253833,124.0,587.0,1282.0,16957.0,18239.0,0.17968759,137.0,8645.0,8794.0,17439.0,0.19718453,138.0,2025-12-01,35.325,3512.772,0.418,0.489,922.0,9.366,-0.395,89.2,7.73,17.266,133.0,2.268,0.38,2,2,0.1183405117245238,0,Kerala,Ernakulam,0.0,0.418140589569161,0.005104136110296274,-0.41303645345886475,Child-Favored,Q2 (Low),30.21906019007392,Moderate,665.7777777777778,36.888888888888886,702.6666666666666,0.5116666666666667,100.0,290,🔴 CRITICAL
Andhra Pradesh,Eluru,2025-12,129.0,4.0,133.0,0.039514564,47.0,103.0,518.0,3894.0,4412.0,0.10688737,66.0,600.0,427.0,1027.0,0.055129535,61.0,2025-12-01,40.59,1010.50006,0.199,0.189,129.0,4.615,-0.269,31.08,6.015,7.664,58.0,0.735,0.16,0,0,0.1678760120154353,0,Andhra Pradesh,Eluru,0.0,0.19907407407407407,0.0010259040779687098,-0.19804816999610536,Child-Favored,Q1 (Worst),46.635850052798304,Moderate,68.11111111111111,1.7777777777777777,69.88888888888889,0.3034444444444444,100.0,291,🔴 CRITICAL
Jharkhand,East Singhbhum,2025-12,1878.0,18.0,1896.0,0.28367442,30.0,215.0,1074.0,12590.0,13664.0,0.577979,30.0,4816.0,6409.0,11225.0,0.5744127,33.0,2025-12-01,13.12,4432.7974,0.636,0.451,1878.0,2.563,-0.207,264.78,4.27,5.917,31.0,3.0,1.15,2,2,0.1470900058218701,0,Jharkhand,East Singhbhum,0.0,0.6359634270233661,0.0014275517487508922,-0.6345358752746152,Child-Favored,Q4 (Best),18.6156282998944,Low,899.1111111111111,11.0,910.1111111111111,0.42144444444444445,100.0,292,🔴 CRITICAL
Sikkim,East Sikkim,2025-12,34.0,6.0,40.0,0.047307692,9.0,26.0,61.0,603.0,664.0,0.10751269,11.0,222.0,110.0,332.0,0.07439716,11.0,2025-12-01,24.293,232.31013,0.354,0.333,34.0,6.343,-0.735,31.12,6.344,8.098,10.0,1.75,0.18,0,0,0.196852996121042,0,Sikkim,East Sikkim,0.0,0.3541666666666667,0.009836065573770493,-0.3443306010928962,Child-Favored,Q2 (Low),33.06957761351637,Moderate,35.55555555555556,2.111111111111111,37.666666666666664,0.2516666666666667,100.0,293,🔴 CRITICAL
Arunachal Pradesh,East Siang,2025-12,16.0,0.0,16.0,0.0625,1.0,8.0,70.0,437.0,507.0,0.3332653,2.0,493.0,95.0,588.0,0.44023255,3.0,2025-12-01,64.412,42.91076,0.184,0.536,16.0,29.0,-0.714,156.43,5.023,34.588,2.0,0.5,0.77,0,0,0.1784906599349976,0,Arunachal Pradesh,East Siang,0.0,0.1839080459770115,0.0,-0.1839080459770115,Child-Favored,Q1 (Worst),52.84050686378037,High,18.444444444444443,0.2222222222222222,18.666666666666668,0.254,100.0,294,🔴 CRITICAL
Madhya Pradesh,East Nimar,2025-12,675.0,4.0,679.0,0.1490411,19.0,146.0,222.0,2203.0,2425.0,0.1912285,19.0,1031.0,3772.0,4803.0,0.39177215,19.0,2025-12-01,10.629,738.273,0.752,0.664,675.0,1.525,-0.462,124.62,2.458,7.063,19.0,1.0,0.58,3,3,0.1874827628471682,0,Madhya Pradesh,East Nimar,0.0,0.7516703786191536,0.0018115942028985507,-0.7498587844162551,Child-Favored,Q4 (Best),12.736715945089758,Low,426.44444444444446,2.3333333333333335,428.77777777777777,0.3652222222222222,100.0,295,🔴 CRITICAL
Odisha,Ganjam,2025-12,1568.0,2.0,1570.0,0.08396959,77.0,592.0,3336.0,15851.0,19187.0,0.30301812,79.0,15390.0,7988.0,23378.0,0.41789794,79.0,2025-12-01,27.094,9576.56,0.32,0.549,1568.0,9.809,1.0,180.36,3.232,14.881,78.0,5.077,0.72,2,2,0.0713515404329773,0,Odisha,Ganjam,0.0,0.3196738022426096,0.00012615112905260502,-0.319547651113557,Child-Favored,Q2 (Low),34.85831045406547,Moderate,450.3888888888889,0.5,450.8888888888889,0.119,100.0,296,🔴 CRITICAL
